"startTime";"endTime";"Wind power generation - 15 min data"
"2026-03-12T12:15:00.000Z";"2026-03-12T12:30:00.000Z";4661.41
"2026-03-12T12:30:00.000Z";"2026-03-12T12:45:00.000Z";4783.8
"2026-03-12T12:45:00.000Z";"2026-03-12T13:00:00.000Z";5001.58
"2026-03-12T13:00:00.000Z";"2026-03-12T13:15:00.000Z";5221.91
"2026-03-12T13:15:00.000Z";"2026-03-12T13:30:00.000Z";5426.5
"2026-03-12T13:30:00.000Z";"2026-03-12T13:45:00.000Z";5524.04
"2026-03-12T13:45:00.000Z";"2026-03-12T14:00:00.000Z";5482.49
"2026-03-12T14:00:00.000Z";"2026-03-12T14:15:00.000Z";5502.59
"2026-03-12T14:15:00.000Z";"2026-03-12T14:30:00.000Z";5601.23
"2026-03-12T14:30:00.000Z";"2026-03-12T14:45:00.000Z";5706
"2026-03-12T14:45:00.000Z";"2026-03-12T15:00:00.000Z";5911.11
"2026-03-12T15:00:00.000Z";"2026-03-12T15:15:00.000Z";6015.06
"2026-03-12T15:15:00.000Z";"2026-03-12T15:30:00.000Z";6032.82
"2026-03-12T15:30:00.000Z";"2026-03-12T15:45:00.000Z";6124.87
"2026-03-12T15:45:00.000Z";"2026-03-12T16:00:00.000Z";6210.22
"2026-03-12T16:00:00.000Z";"2026-03-12T16:15:00.000Z";6189.74
"2026-03-12T16:15:00.000Z";"2026-03-12T16:30:00.000Z";6294.2
"2026-03-12T16:30:00.000Z";"2026-03-12T16:45:00.000Z";6476.17
"2026-03-12T16:45:00.000Z";"2026-03-12T17:00:00.000Z";6599.5
"2026-03-12T17:00:00.000Z";"2026-03-12T17:15:00.000Z";6683.11
"2026-03-12T17:15:00.000Z";"2026-03-12T17:30:00.000Z";6809.86
"2026-03-12T17:30:00.000Z";"2026-03-12T17:45:00.000Z";6771.43
"2026-03-12T17:45:00.000Z";"2026-03-12T18:00:00.000Z";6956.36
"2026-03-12T18:00:00.000Z";"2026-03-12T18:15:00.000Z";7067.56
"2026-03-12T18:15:00.000Z";"2026-03-12T18:30:00.000Z";7124.19
"2026-03-12T18:30:00.000Z";"2026-03-12T18:45:00.000Z";7091.54
"2026-03-12T18:45:00.000Z";"2026-03-12T19:00:00.000Z";7135.07
"2026-03-12T19:00:00.000Z";"2026-03-12T19:15:00.000Z";7006.96
"2026-03-12T19:15:00.000Z";"2026-03-12T19:30:00.000Z";7002.19
"2026-03-12T19:30:00.000Z";"2026-03-12T19:45:00.000Z";7016.66
"2026-03-12T19:45:00.000Z";"2026-03-12T20:00:00.000Z";6949.69
"2026-03-12T20:00:00.000Z";"2026-03-12T20:15:00.000Z";6952.47
"2026-03-12T20:15:00.000Z";"2026-03-12T20:30:00.000Z";6972.54
"2026-03-12T20:30:00.000Z";"2026-03-12T20:45:00.000Z";6645.95
"2026-03-12T20:45:00.000Z";"2026-03-12T21:00:00.000Z";6473.69
"2026-03-12T21:00:00.000Z";"2026-03-12T21:15:00.000Z";6538.97
"2026-03-12T21:15:00.000Z";"2026-03-12T21:30:00.000Z";6484.87
"2026-03-12T21:30:00.000Z";"2026-03-12T21:45:00.000Z";6412.04
"2026-03-12T21:45:00.000Z";"2026-03-12T22:00:00.000Z";6407.5
"2026-03-12T22:00:00.000Z";"2026-03-12T22:15:00.000Z";6444.72
"2026-03-12T22:15:00.000Z";"2026-03-12T22:30:00.000Z";6512.44
"2026-03-12T22:30:00.000Z";"2026-03-12T22:45:00.000Z";6445.08
"2026-03-12T22:45:00.000Z";"2026-03-12T23:00:00.000Z";6437.86
"2026-03-12T23:00:00.000Z";"2026-03-12T23:15:00.000Z";6313.92
"2026-03-12T23:15:00.000Z";"2026-03-12T23:30:00.000Z";6220.91
"2026-03-12T23:30:00.000Z";"2026-03-12T23:45:00.000Z";6271.81
"2026-03-12T23:45:00.000Z";"2026-03-13T00:00:00.000Z";6375.26
"2026-03-13T00:00:00.000Z";"2026-03-13T00:15:00.000Z";6603.77
"2026-03-13T00:15:00.000Z";"2026-03-13T00:30:00.000Z";6423.22
"2026-03-13T00:30:00.000Z";"2026-03-13T00:45:00.000Z";6357.52
"2026-03-13T00:45:00.000Z";"2026-03-13T01:00:00.000Z";6329.32
"2026-03-13T01:00:00.000Z";"2026-03-13T01:15:00.000Z";6236.84
"2026-03-13T01:15:00.000Z";"2026-03-13T01:30:00.000Z";6359.45
"2026-03-13T01:30:00.000Z";"2026-03-13T01:45:00.000Z";6242.04
"2026-03-13T01:45:00.000Z";"2026-03-13T02:00:00.000Z";6088.49
"2026-03-13T02:00:00.000Z";"2026-03-13T02:15:00.000Z";6182.69
"2026-03-13T02:15:00.000Z";"2026-03-13T02:30:00.000Z";6216.42
"2026-03-13T02:30:00.000Z";"2026-03-13T02:45:00.000Z";6137.67
"2026-03-13T02:45:00.000Z";"2026-03-13T03:00:00.000Z";6163.13
"2026-03-13T03:00:00.000Z";"2026-03-13T03:15:00.000Z";6223.8
"2026-03-13T03:15:00.000Z";"2026-03-13T03:30:00.000Z";6174.71
"2026-03-13T03:30:00.000Z";"2026-03-13T03:45:00.000Z";6367.65
"2026-03-13T03:45:00.000Z";"2026-03-13T04:00:00.000Z";6502.61
"2026-03-13T04:00:00.000Z";"2026-03-13T04:15:00.000Z";6603.21
"2026-03-13T04:15:00.000Z";"2026-03-13T04:30:00.000Z";6685.83
"2026-03-13T04:30:00.000Z";"2026-03-13T04:45:00.000Z";6684.21
"2026-03-13T04:45:00.000Z";"2026-03-13T05:00:00.000Z";6555.83
"2026-03-13T05:00:00.000Z";"2026-03-13T05:15:00.000Z";6591.31
"2026-03-13T05:15:00.000Z";"2026-03-13T05:30:00.000Z";6680.16
"2026-03-13T05:30:00.000Z";"2026-03-13T05:45:00.000Z";6595.74
"2026-03-13T05:45:00.000Z";"2026-03-13T06:00:00.000Z";6872.79
"2026-03-13T06:00:00.000Z";"2026-03-13T06:15:00.000Z";7188.61
"2026-03-13T06:15:00.000Z";"2026-03-13T06:30:00.000Z";7085.47
"2026-03-13T06:30:00.000Z";"2026-03-13T06:45:00.000Z";6963.29
"2026-03-13T06:45:00.000Z";"2026-03-13T07:00:00.000Z";6729.45
"2026-03-13T07:00:00.000Z";"2026-03-13T07:15:00.000Z";6512.83
"2026-03-13T07:15:00.000Z";"2026-03-13T07:30:00.000Z";6298.18
"2026-03-13T07:30:00.000Z";"2026-03-13T07:45:00.000Z";6289.04
"2026-03-13T07:45:00.000Z";"2026-03-13T08:00:00.000Z";6109.63
"2026-03-13T08:00:00.000Z";"2026-03-13T08:15:00.000Z";5982.38
"2026-03-13T08:15:00.000Z";"2026-03-13T08:30:00.000Z";5880.52
"2026-03-13T08:30:00.000Z";"2026-03-13T08:45:00.000Z";5829.45
"2026-03-13T08:45:00.000Z";"2026-03-13T09:00:00.000Z";6013.39
"2026-03-13T09:00:00.000Z";"2026-03-13T09:15:00.000Z";6190.09
"2026-03-13T09:15:00.000Z";"2026-03-13T09:30:00.000Z";6102.29
"2026-03-13T09:30:00.000Z";"2026-03-13T09:45:00.000Z";5825.2
"2026-03-13T09:45:00.000Z";"2026-03-13T10:00:00.000Z";5724.1
"2026-03-13T10:00:00.000Z";"2026-03-13T10:15:00.000Z";5793.65
"2026-03-13T10:15:00.000Z";"2026-03-13T10:30:00.000Z";5765.76
"2026-03-13T10:30:00.000Z";"2026-03-13T10:45:00.000Z";5636.1
"2026-03-13T10:45:00.000Z";"2026-03-13T11:00:00.000Z";5560.05
"2026-03-13T11:00:00.000Z";"2026-03-13T11:15:00.000Z";5636.1
"2026-03-13T11:15:00.000Z";"2026-03-13T11:30:00.000Z";5596.39
"2026-03-13T11:30:00.000Z";"2026-03-13T11:45:00.000Z";5689.64
"2026-03-13T11:45:00.000Z";"2026-03-13T12:00:00.000Z";5754.31
"2026-03-13T12:00:00.000Z";"2026-03-13T12:15:00.000Z";5883.44
"2026-03-13T12:15:00.000Z";"2026-03-13T12:30:00.000Z";5950.6
"2026-03-13T12:30:00.000Z";"2026-03-13T12:45:00.000Z";5918.83
"2026-03-13T12:45:00.000Z";"2026-03-13T13:00:00.000Z";6063.38
"2026-03-13T13:00:00.000Z";"2026-03-13T13:15:00.000Z";5889.52
"2026-03-13T13:15:00.000Z";"2026-03-13T13:30:00.000Z";5985.82
"2026-03-13T13:30:00.000Z";"2026-03-13T13:45:00.000Z";6201.09
"2026-03-13T13:45:00.000Z";"2026-03-13T14:00:00.000Z";6316.09
"2026-03-13T14:00:00.000Z";"2026-03-13T14:15:00.000Z";6120.82
"2026-03-13T14:15:00.000Z";"2026-03-13T14:30:00.000Z";6266.82
"2026-03-13T14:30:00.000Z";"2026-03-13T14:45:00.000Z";6323.1
"2026-03-13T14:45:00.000Z";"2026-03-13T15:00:00.000Z";6556.57
"2026-03-13T15:00:00.000Z";"2026-03-13T15:15:00.000Z";6955.18
"2026-03-13T15:15:00.000Z";"2026-03-13T15:30:00.000Z";6976.47
"2026-03-13T15:30:00.000Z";"2026-03-13T15:45:00.000Z";6998.27
"2026-03-13T15:45:00.000Z";"2026-03-13T16:00:00.000Z";7143.92
"2026-03-13T16:00:00.000Z";"2026-03-13T16:15:00.000Z";6996.94
"2026-03-13T16:15:00.000Z";"2026-03-13T16:30:00.000Z";6993.02
"2026-03-13T16:30:00.000Z";"2026-03-13T16:45:00.000Z";7050.29
"2026-03-13T16:45:00.000Z";"2026-03-13T17:00:00.000Z";6996.91
"2026-03-13T17:00:00.000Z";"2026-03-13T17:15:00.000Z";7113.99
"2026-03-13T17:15:00.000Z";"2026-03-13T17:30:00.000Z";7187.35
"2026-03-13T17:30:00.000Z";"2026-03-13T17:45:00.000Z";7236.94
"2026-03-13T17:45:00.000Z";"2026-03-13T18:00:00.000Z";7259.46
"2026-03-13T18:00:00.000Z";"2026-03-13T18:15:00.000Z";7272.96
"2026-03-13T18:15:00.000Z";"2026-03-13T18:30:00.000Z";7321.03
"2026-03-13T18:30:00.000Z";"2026-03-13T18:45:00.000Z";7371.54
"2026-03-13T18:45:00.000Z";"2026-03-13T19:00:00.000Z";7407.58
"2026-03-13T19:00:00.000Z";"2026-03-13T19:15:00.000Z";7174.06
"2026-03-13T19:15:00.000Z";"2026-03-13T19:30:00.000Z";6961.47
"2026-03-13T19:30:00.000Z";"2026-03-13T19:45:00.000Z";7039.34
"2026-03-13T19:45:00.000Z";"2026-03-13T20:00:00.000Z";6985.04
"2026-03-13T20:00:00.000Z";"2026-03-13T20:15:00.000Z";6976.2
"2026-03-13T20:15:00.000Z";"2026-03-13T20:30:00.000Z";6962.75
"2026-03-13T20:30:00.000Z";"2026-03-13T20:45:00.000Z";6937.76
"2026-03-13T20:45:00.000Z";"2026-03-13T21:00:00.000Z";6964.64
"2026-03-13T21:00:00.000Z";"2026-03-13T21:15:00.000Z";6956.6
"2026-03-13T21:15:00.000Z";"2026-03-13T21:30:00.000Z";6997.69
"2026-03-13T21:30:00.000Z";"2026-03-13T21:45:00.000Z";6997.37
"2026-03-13T21:45:00.000Z";"2026-03-13T22:00:00.000Z";6996.6
"2026-03-13T22:00:00.000Z";"2026-03-13T22:15:00.000Z";6842.18
"2026-03-13T22:15:00.000Z";"2026-03-13T22:30:00.000Z";6845.88
"2026-03-13T22:30:00.000Z";"2026-03-13T22:45:00.000Z";6894.67
"2026-03-13T22:45:00.000Z";"2026-03-13T23:00:00.000Z";6780.61
"2026-03-13T23:00:00.000Z";"2026-03-13T23:15:00.000Z";6589.45
"2026-03-13T23:15:00.000Z";"2026-03-13T23:30:00.000Z";6547.68
"2026-03-13T23:30:00.000Z";"2026-03-13T23:45:00.000Z";6554.54
"2026-03-13T23:45:00.000Z";"2026-03-14T00:00:00.000Z";6687.97
"2026-03-14T00:00:00.000Z";"2026-03-14T00:15:00.000Z";6580.5
"2026-03-14T00:15:00.000Z";"2026-03-14T00:30:00.000Z";6525.42
"2026-03-14T00:30:00.000Z";"2026-03-14T00:45:00.000Z";6495.72
"2026-03-14T00:45:00.000Z";"2026-03-14T01:00:00.000Z";6424.81
"2026-03-14T01:00:00.000Z";"2026-03-14T01:15:00.000Z";6194.54
"2026-03-14T01:15:00.000Z";"2026-03-14T01:30:00.000Z";6187.86
"2026-03-14T01:30:00.000Z";"2026-03-14T01:45:00.000Z";6305.55
"2026-03-14T01:45:00.000Z";"2026-03-14T02:00:00.000Z";6259.63
"2026-03-14T02:00:00.000Z";"2026-03-14T02:15:00.000Z";6140.09
"2026-03-14T02:15:00.000Z";"2026-03-14T02:30:00.000Z";6093.82
"2026-03-14T02:30:00.000Z";"2026-03-14T02:45:00.000Z";6120.57
"2026-03-14T02:45:00.000Z";"2026-03-14T03:00:00.000Z";6059.96
"2026-03-14T03:00:00.000Z";"2026-03-14T03:15:00.000Z";5976.64
"2026-03-14T03:15:00.000Z";"2026-03-14T03:30:00.000Z";5891.48
"2026-03-14T03:30:00.000Z";"2026-03-14T03:45:00.000Z";5899.54
"2026-03-14T03:45:00.000Z";"2026-03-14T04:00:00.000Z";5838.24
"2026-03-14T04:00:00.000Z";"2026-03-14T04:15:00.000Z";5662.42
"2026-03-14T04:15:00.000Z";"2026-03-14T04:30:00.000Z";5600.49
"2026-03-14T04:30:00.000Z";"2026-03-14T04:45:00.000Z";5650.58
"2026-03-14T04:45:00.000Z";"2026-03-14T05:00:00.000Z";5637.42
"2026-03-14T05:00:00.000Z";"2026-03-14T05:15:00.000Z";5446.05
"2026-03-14T05:15:00.000Z";"2026-03-14T05:30:00.000Z";5184.76
"2026-03-14T05:30:00.000Z";"2026-03-14T05:45:00.000Z";5161.85
"2026-03-14T05:45:00.000Z";"2026-03-14T06:00:00.000Z";5065.48
"2026-03-14T06:00:00.000Z";"2026-03-14T06:15:00.000Z";4958.84
"2026-03-14T06:15:00.000Z";"2026-03-14T06:30:00.000Z";4970.06
"2026-03-14T06:30:00.000Z";"2026-03-14T06:45:00.000Z";4846.52
"2026-03-14T06:45:00.000Z";"2026-03-14T07:00:00.000Z";4524.66
"2026-03-14T07:00:00.000Z";"2026-03-14T07:15:00.000Z";4130.54
"2026-03-14T07:15:00.000Z";"2026-03-14T07:30:00.000Z";4024.15
"2026-03-14T07:30:00.000Z";"2026-03-14T07:45:00.000Z";3956.24
"2026-03-14T07:45:00.000Z";"2026-03-14T08:00:00.000Z";3868.69
"2026-03-14T08:00:00.000Z";"2026-03-14T08:15:00.000Z";3821.65
"2026-03-14T08:15:00.000Z";"2026-03-14T08:30:00.000Z";3685.89
"2026-03-14T08:30:00.000Z";"2026-03-14T08:45:00.000Z";3543.08
"2026-03-14T08:45:00.000Z";"2026-03-14T09:00:00.000Z";3430.67
"2026-03-14T09:00:00.000Z";"2026-03-14T09:15:00.000Z";3168.38
"2026-03-14T09:15:00.000Z";"2026-03-14T09:30:00.000Z";3088.35
"2026-03-14T09:30:00.000Z";"2026-03-14T09:45:00.000Z";2983.18
"2026-03-14T09:45:00.000Z";"2026-03-14T10:00:00.000Z";2824.55
"2026-03-14T10:00:00.000Z";"2026-03-14T10:15:00.000Z";2729.09
"2026-03-14T10:15:00.000Z";"2026-03-14T10:30:00.000Z";2662.68
"2026-03-14T10:30:00.000Z";"2026-03-14T10:45:00.000Z";2644.63
"2026-03-14T10:45:00.000Z";"2026-03-14T11:00:00.000Z";2546.25
"2026-03-14T11:00:00.000Z";"2026-03-14T11:15:00.000Z";2481.18
"2026-03-14T11:15:00.000Z";"2026-03-14T11:30:00.000Z";2437.79
"2026-03-14T11:30:00.000Z";"2026-03-14T11:45:00.000Z";2383.99
"2026-03-14T11:45:00.000Z";"2026-03-14T12:00:00.000Z";2341.81
"2026-03-14T12:00:00.000Z";"2026-03-14T12:15:00.000Z";2317.07
"2026-03-14T12:15:00.000Z";"2026-03-14T12:30:00.000Z";2266.41
"2026-03-14T12:30:00.000Z";"2026-03-14T12:45:00.000Z";2203.13
"2026-03-14T12:45:00.000Z";"2026-03-14T13:00:00.000Z";2220.26
"2026-03-14T13:00:00.000Z";"2026-03-14T13:15:00.000Z";2257.62
"2026-03-14T13:15:00.000Z";"2026-03-14T13:30:00.000Z";2286.77
"2026-03-14T13:30:00.000Z";"2026-03-14T13:45:00.000Z";2340.66
"2026-03-14T13:45:00.000Z";"2026-03-14T14:00:00.000Z";2297.33
"2026-03-14T14:00:00.000Z";"2026-03-14T14:15:00.000Z";2335.24
"2026-03-14T14:15:00.000Z";"2026-03-14T14:30:00.000Z";2443.78
"2026-03-14T14:30:00.000Z";"2026-03-14T14:45:00.000Z";2485.89
"2026-03-14T14:45:00.000Z";"2026-03-14T15:00:00.000Z";2612.88
"2026-03-14T15:00:00.000Z";"2026-03-14T15:15:00.000Z";2785.99
"2026-03-14T15:15:00.000Z";"2026-03-14T15:30:00.000Z";2891.88
"2026-03-14T15:30:00.000Z";"2026-03-14T15:45:00.000Z";3053.68
"2026-03-14T15:45:00.000Z";"2026-03-14T16:00:00.000Z";3219.41
"2026-03-14T16:00:00.000Z";"2026-03-14T16:15:00.000Z";3369.35
"2026-03-14T16:15:00.000Z";"2026-03-14T16:30:00.000Z";3499.41
"2026-03-14T16:30:00.000Z";"2026-03-14T16:45:00.000Z";3683.21
"2026-03-14T16:45:00.000Z";"2026-03-14T17:00:00.000Z";3833.81
"2026-03-14T17:00:00.000Z";"2026-03-14T17:15:00.000Z";3962.44
"2026-03-14T17:15:00.000Z";"2026-03-14T17:30:00.000Z";3976
"2026-03-14T17:30:00.000Z";"2026-03-14T17:45:00.000Z";3975.05
"2026-03-14T17:45:00.000Z";"2026-03-14T18:00:00.000Z";4038.72
"2026-03-14T18:00:00.000Z";"2026-03-14T18:15:00.000Z";4061.45
"2026-03-14T18:15:00.000Z";"2026-03-14T18:30:00.000Z";3897.43
"2026-03-14T18:30:00.000Z";"2026-03-14T18:45:00.000Z";4028.39
"2026-03-14T18:45:00.000Z";"2026-03-14T19:00:00.000Z";4067.72
"2026-03-14T19:00:00.000Z";"2026-03-14T19:15:00.000Z";4314.48
"2026-03-14T19:15:00.000Z";"2026-03-14T19:30:00.000Z";4468.74
"2026-03-14T19:30:00.000Z";"2026-03-14T19:45:00.000Z";4391.12
"2026-03-14T19:45:00.000Z";"2026-03-14T20:00:00.000Z";4188.99
"2026-03-14T20:00:00.000Z";"2026-03-14T20:15:00.000Z";4108.9
"2026-03-14T20:15:00.000Z";"2026-03-14T20:30:00.000Z";3865.02
"2026-03-14T20:30:00.000Z";"2026-03-14T20:45:00.000Z";3810.62
"2026-03-14T20:45:00.000Z";"2026-03-14T21:00:00.000Z";3721.28
"2026-03-14T21:00:00.000Z";"2026-03-14T21:15:00.000Z";3634.86
"2026-03-14T21:15:00.000Z";"2026-03-14T21:30:00.000Z";3576.28
"2026-03-14T21:30:00.000Z";"2026-03-14T21:45:00.000Z";3400.18
"2026-03-14T21:45:00.000Z";"2026-03-14T22:00:00.000Z";3313.82
"2026-03-14T22:00:00.000Z";"2026-03-14T22:15:00.000Z";3343.29
"2026-03-14T22:15:00.000Z";"2026-03-14T22:30:00.000Z";3202.46
"2026-03-14T22:30:00.000Z";"2026-03-14T22:45:00.000Z";3128.38
"2026-03-14T22:45:00.000Z";"2026-03-14T23:00:00.000Z";3028.27
"2026-03-14T23:00:00.000Z";"2026-03-14T23:15:00.000Z";3332.27
"2026-03-14T23:15:00.000Z";"2026-03-14T23:30:00.000Z";3436.17
"2026-03-14T23:30:00.000Z";"2026-03-14T23:45:00.000Z";3219.66
"2026-03-14T23:45:00.000Z";"2026-03-15T00:00:00.000Z";3122.34
"2026-03-15T00:00:00.000Z";"2026-03-15T00:15:00.000Z";2958.14
"2026-03-15T00:15:00.000Z";"2026-03-15T00:30:00.000Z";2885.83
"2026-03-15T00:30:00.000Z";"2026-03-15T00:45:00.000Z";2727.46
"2026-03-15T00:45:00.000Z";"2026-03-15T01:00:00.000Z";2599.87
"2026-03-15T01:00:00.000Z";"2026-03-15T01:15:00.000Z";2544.12
"2026-03-15T01:15:00.000Z";"2026-03-15T01:30:00.000Z";2513.41
"2026-03-15T01:30:00.000Z";"2026-03-15T01:45:00.000Z";2488.74
"2026-03-15T01:45:00.000Z";"2026-03-15T02:00:00.000Z";2484.67
"2026-03-15T02:00:00.000Z";"2026-03-15T02:15:00.000Z";2546.65
"2026-03-15T02:15:00.000Z";"2026-03-15T02:30:00.000Z";2644.68
"2026-03-15T02:30:00.000Z";"2026-03-15T02:45:00.000Z";2704.7
"2026-03-15T02:45:00.000Z";"2026-03-15T03:00:00.000Z";2726.05
"2026-03-15T03:00:00.000Z";"2026-03-15T03:15:00.000Z";2739.12
"2026-03-15T03:15:00.000Z";"2026-03-15T03:30:00.000Z";2695.36
"2026-03-15T03:30:00.000Z";"2026-03-15T03:45:00.000Z";2634.58
"2026-03-15T03:45:00.000Z";"2026-03-15T04:00:00.000Z";2563.31
"2026-03-15T04:00:00.000Z";"2026-03-15T04:15:00.000Z";2479.09
"2026-03-15T04:15:00.000Z";"2026-03-15T04:30:00.000Z";2422.79
"2026-03-15T04:30:00.000Z";"2026-03-15T04:45:00.000Z";2386.57
"2026-03-15T04:45:00.000Z";"2026-03-15T05:00:00.000Z";2337.57
"2026-03-15T05:00:00.000Z";"2026-03-15T05:15:00.000Z";2311.91
"2026-03-15T05:15:00.000Z";"2026-03-15T05:30:00.000Z";2284.54
"2026-03-15T05:30:00.000Z";"2026-03-15T05:45:00.000Z";2169.6
"2026-03-15T05:45:00.000Z";"2026-03-15T06:00:00.000Z";2060.85
"2026-03-15T06:00:00.000Z";"2026-03-15T06:15:00.000Z";2060.47
"2026-03-15T06:15:00.000Z";"2026-03-15T06:30:00.000Z";2074.64
"2026-03-15T06:30:00.000Z";"2026-03-15T06:45:00.000Z";2091.73
"2026-03-15T06:45:00.000Z";"2026-03-15T07:00:00.000Z";2080.5
"2026-03-15T07:00:00.000Z";"2026-03-15T07:15:00.000Z";1961.89
"2026-03-15T07:15:00.000Z";"2026-03-15T07:30:00.000Z";1815.45
"2026-03-15T07:30:00.000Z";"2026-03-15T07:45:00.000Z";1785.6
"2026-03-15T07:45:00.000Z";"2026-03-15T08:00:00.000Z";1728.12
"2026-03-15T08:00:00.000Z";"2026-03-15T08:15:00.000Z";1663.98
"2026-03-15T08:15:00.000Z";"2026-03-15T08:30:00.000Z";1550.83
"2026-03-15T08:30:00.000Z";"2026-03-15T08:45:00.000Z";1510.48
"2026-03-15T08:45:00.000Z";"2026-03-15T09:00:00.000Z";1475.99
"2026-03-15T09:00:00.000Z";"2026-03-15T09:15:00.000Z";1429.67
"2026-03-15T09:15:00.000Z";"2026-03-15T09:30:00.000Z";1377.51
"2026-03-15T09:30:00.000Z";"2026-03-15T09:45:00.000Z";1292.84
"2026-03-15T09:45:00.000Z";"2026-03-15T10:00:00.000Z";1212.51
"2026-03-15T10:00:00.000Z";"2026-03-15T10:15:00.000Z";1159.68
"2026-03-15T10:15:00.000Z";"2026-03-15T10:30:00.000Z";1075.62
"2026-03-15T10:30:00.000Z";"2026-03-15T10:45:00.000Z";973.57
"2026-03-15T10:45:00.000Z";"2026-03-15T11:00:00.000Z";920.6
"2026-03-15T11:00:00.000Z";"2026-03-15T11:15:00.000Z";943.99
"2026-03-15T11:15:00.000Z";"2026-03-15T11:30:00.000Z";922.88
"2026-03-15T11:30:00.000Z";"2026-03-15T11:45:00.000Z";912.67
"2026-03-15T11:45:00.000Z";"2026-03-15T12:00:00.000Z";870.41
"2026-03-15T12:00:00.000Z";"2026-03-15T12:15:00.000Z";860.34
"2026-03-15T12:15:00.000Z";"2026-03-15T12:30:00.000Z";831.19
"2026-03-15T12:30:00.000Z";"2026-03-15T12:45:00.000Z";846.47
"2026-03-15T12:45:00.000Z";"2026-03-15T13:00:00.000Z";843.93
"2026-03-15T13:00:00.000Z";"2026-03-15T13:15:00.000Z";830.21
"2026-03-15T13:15:00.000Z";"2026-03-15T13:30:00.000Z";820.46
"2026-03-15T13:30:00.000Z";"2026-03-15T13:45:00.000Z";793.34
"2026-03-15T13:45:00.000Z";"2026-03-15T14:00:00.000Z";783.13
"2026-03-15T14:00:00.000Z";"2026-03-15T14:15:00.000Z";765.17
"2026-03-15T14:15:00.000Z";"2026-03-15T14:30:00.000Z";739.95
"2026-03-15T14:30:00.000Z";"2026-03-15T14:45:00.000Z";726.13
"2026-03-15T14:45:00.000Z";"2026-03-15T15:00:00.000Z";755.43
"2026-03-15T15:00:00.000Z";"2026-03-15T15:15:00.000Z";799.79
"2026-03-15T15:15:00.000Z";"2026-03-15T15:30:00.000Z";853.54
"2026-03-15T15:30:00.000Z";"2026-03-15T15:45:00.000Z";857.2
"2026-03-15T15:45:00.000Z";"2026-03-15T16:00:00.000Z";882.49
"2026-03-15T16:00:00.000Z";"2026-03-15T16:15:00.000Z";900.14
"2026-03-15T16:15:00.000Z";"2026-03-15T16:30:00.000Z";981.32
"2026-03-15T16:30:00.000Z";"2026-03-15T16:45:00.000Z";1053.4
"2026-03-15T16:45:00.000Z";"2026-03-15T17:00:00.000Z";1127.41
"2026-03-15T17:00:00.000Z";"2026-03-15T17:15:00.000Z";1260.82
"2026-03-15T17:15:00.000Z";"2026-03-15T17:30:00.000Z";1371.42
"2026-03-15T17:30:00.000Z";"2026-03-15T17:45:00.000Z";1454.88
"2026-03-15T17:45:00.000Z";"2026-03-15T18:00:00.000Z";1518.12
"2026-03-15T18:00:00.000Z";"2026-03-15T18:15:00.000Z";1633.82
"2026-03-15T18:15:00.000Z";"2026-03-15T18:30:00.000Z";1698.8
"2026-03-15T18:30:00.000Z";"2026-03-15T18:45:00.000Z";1787.58
"2026-03-15T18:45:00.000Z";"2026-03-15T19:00:00.000Z";1847.1
"2026-03-15T19:00:00.000Z";"2026-03-15T19:15:00.000Z";1922.31
"2026-03-15T19:15:00.000Z";"2026-03-15T19:30:00.000Z";2078.93
"2026-03-15T19:30:00.000Z";"2026-03-15T19:45:00.000Z";2168.72
"2026-03-15T19:45:00.000Z";"2026-03-15T20:00:00.000Z";2094.77
"2026-03-15T20:00:00.000Z";"2026-03-15T20:15:00.000Z";2219.95
"2026-03-15T20:15:00.000Z";"2026-03-15T20:30:00.000Z";2298.19
"2026-03-15T20:30:00.000Z";"2026-03-15T20:45:00.000Z";2367.31
"2026-03-15T20:45:00.000Z";"2026-03-15T21:00:00.000Z";2623.54
"2026-03-15T21:00:00.000Z";"2026-03-15T21:15:00.000Z";2809.4
"2026-03-15T21:15:00.000Z";"2026-03-15T21:30:00.000Z";2804.68
"2026-03-15T21:30:00.000Z";"2026-03-15T21:45:00.000Z";2819.11
"2026-03-15T21:45:00.000Z";"2026-03-15T22:00:00.000Z";2869.86
"2026-03-15T22:00:00.000Z";"2026-03-15T22:15:00.000Z";2954.13
"2026-03-15T22:15:00.000Z";"2026-03-15T22:30:00.000Z";2812.15
"2026-03-15T22:30:00.000Z";"2026-03-15T22:45:00.000Z";2893.45
"2026-03-15T22:45:00.000Z";"2026-03-15T23:00:00.000Z";2791.05
"2026-03-15T23:00:00.000Z";"2026-03-15T23:15:00.000Z";2893.96
"2026-03-15T23:15:00.000Z";"2026-03-15T23:30:00.000Z";3000.38
"2026-03-15T23:30:00.000Z";"2026-03-15T23:45:00.000Z";3131.54
"2026-03-15T23:45:00.000Z";"2026-03-16T00:00:00.000Z";3222.59
"2026-03-16T00:00:00.000Z";"2026-03-16T00:15:00.000Z";3317.35
"2026-03-16T00:15:00.000Z";"2026-03-16T00:30:00.000Z";3388.52
"2026-03-16T00:30:00.000Z";"2026-03-16T00:45:00.000Z";3297.15
"2026-03-16T00:45:00.000Z";"2026-03-16T01:00:00.000Z";3274.82
"2026-03-16T01:00:00.000Z";"2026-03-16T01:15:00.000Z";3462.46
"2026-03-16T01:15:00.000Z";"2026-03-16T01:30:00.000Z";3550.65
